total,intExpID,type,column,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,play_Pos,RTT,Clae,Duanmu,Yin,Yu,P1203,rtt_qos,tp_qos,p_qos
3723,124,static,1,3,1,36,101105,176,0,239,1194,105,26284,3784,elastic,2000,320,180,320x180,70000,17.181,0.48,46.477,8622.54,0.24,1.262,10.444,288003.9118,11
3724,124,static,1,3,1,37,102877,235,0,239,1134,133,33338,4013,elastic,2000,320,180,320x180,72000,16.876,0.48,46.477,8862.055,0.24,1.262,28.444,221387.3404,13
3725,124,static,1,3,1,38,104613,231,0,239,1243,143,35911,4277,elastic,2000,320,180,320x180,74000,16.058,0.48,46.477,9101.57,0.24,1.262,26.993,244559.8099,14
3726,124,static,1,3,1,39,106376,247,0,239,1232,152,38065,4515,elastic,2000,320,180,320x180,76000,16.126,0.48,46.477,9341.085,0.24,1.263,27.304,233659.2332,15
3727,124,static,1,3,1,40,108382,453,0,239,626,141,35468,4509,elastic,2000,320,180,320x180,78000,27.23,0.48,46.477,9580.6,0.24,1.263,31.738,98174.00585,14
3728,124,static,1,3,1,41,109781,282,0,239,1117,157,39391,5111,elastic,2000,320,180,320x180,80000,52.616,0.48,46.477,9820.115,0.24,1.263,20.575,274802.8055,15
3729,124,static,1,3,1,42,111185,218,0,239,1292,140,35224,5708,elastic,2000,320,180,320x180,82000,18.336,0.48,46.477,10059.63,0.24,1.264,17.094,298426.41,14
3730,124,static,1,3,1,43,112985,307,0,239,925,142,35513,5908,elastic,2000,320,180,320x180,84000,111.161,0.48,46.477,10299.145,0.24,1.264,20.121,231077.14,14
3731,124,static,1,3,1,44,115024,559,0,239,673,188,47067,5870,elastic,2000,320,180,320x180,86000,131.309,0.48,46.477,10538.66,0.24,1.265,50.968,140242.7089,18
3732,124,static,1,3,1,45,116211,272,0,239,797,108,27108,6683,elastic,2000,320,180,320x180,88000,118.815,0.48,46.477,10778.175,0.24,1.267,21.42,337724.4473,12
3733,124,static,1,3,1,46,117372,264,0,239,798,105,26359,7523,elastic,2000,320,180,320x180,90000,100.416,0.48,46.477,11017.69,0.24,1.268,4.262,344077.6699,11
3734,124,static,1,3,1,47,119275,190,0,239,1353,128,32152,7621,elastic,2000,320,180,320x180,92000,22.861,0.48,46.477,11257.205,0.24,1.268,0.142,375639.6421,13
3735,124,static,1,3,1,48,121083,176,0,239,1396,122,30725,7813,elastic,2000,320,180,320x180,94000,18.796,0.48,46.477,11496.72,0.24,1.268,6.568,363702.6068,12
3736,124,static,1,3,1,49,122971,301,0,239,974,146,36678,7926,elastic,2000,320,180,320x180,96000,111.306,0.48,46.477,11736.235,0.24,1.268,18.185,313154.5447,14
3737,124,static,1,3,1,50,124805,176,0,239,1380,121,30369,8092,elastic,2000,320,180,320x180,98000,23.038,0.48,46.477,11975.75,0.24,1.268,17.873,310340.9794,12
3738,124,static,1,3,1,51,126600,162,0,239,1130,91,22886,8298,elastic,2000,320,180,320x180,100000,20.27,0.48,46.477,12215.265,0.24,1.269,0.219,457030.4001,9
3739,124,static,1,3,1,52,128342,104,0,239,1551,80,20174,8556,elastic,2000,320,180,320x180,102000,23.551,0.48,46.477,12454.78,0.24,1.269,0.245,18390441.84,8
3740,124,static,1,3,1,53,130869,791,0,239,776,307,76817,8030,elastic,2000,320,180,320x180,104000,127.329,0.48,46.477,12694.295,0.24,1.269,63.641,134910.9338,28
3741,124,static,1,3,1,54,133150,477,0,239,1687,402,100640,7749,elastic,2000,320,180,320x180,106000,48.169,0.48,46.477,12933.81,0.24,1.269,16.728,254471.2801,36
3742,124,static,1,3,1,55,135636,775,0,239,1318,510,127725,7264,elastic,2000,320,180,320x180,108000,99.524,0.48,46.477,13173.325,0.24,1.269,30.815,211940.7584,46
3743,124,static,1,3,1,56,137540,870,0,239,1316,572,143125,7360,elastic,2000,320,180,320x180,110000,70.265,0.48,46.477,13412.84,0.24,1.269,39.792,191853.5709,51
3744,124,static,1,3,1,57,140154,797,0,239,1144,456,114043,6747,elastic,2000,320,180,320x180,112000,81.659,0.48,46.477,13652.355,0.24,1.27,42.055,173455.4005,41
3745,124,static,1,3,1,58,141995,612,0,239,894,273,68404,6906,elastic,2000,320,180,320x180,114000,75.536,0.48,46.477,13891.87,0.24,1.27,25.881,143479.588,25
3746,124,static,1,3,1,59,144208,502,0,239,1058,265,66439,6694,elastic,2000,320,180,320x180,116000,50.698,0.48,46.477,14131.385,0.24,1.27,27.014,162380.275,24
3747,124,static,1,3,1,60,146280,149,0,239,1594,118,29705,6622,elastic,2000,320,180,320x180,118000,18.134,0.48,46.477,14370.9,0.24,1.27,14.067,378599.2612,12
3748,124,static,1,3,2,1,189,188,0,239,90,8,2132,2000,elastic,2000,320,180,320x180,0,83.967,0,51.077,-5760.485,0.24,1.878,19.169,96829.97118,2
3749,124,static,1,3,2,2,3457,2612,0,239,252,329,82445,4000,elastic,2000,320,180,320x180,2000,13.151,0.48,46.477,-11520.97,0.24,1.878,125.199,34866.71759,32
3750,124,static,1,3,2,3,7497,3324,39,239,281,468,117046,2000,elastic,2000,320,180,320x180,4000,52.088,0.48,47.027,835.545,-23.397,1.81,299.008,39804.86725,46
3751,124,static,1,3,2,4,11536,3305,2039,239,261,432,108123,2000,elastic,2000,320,180,320x180,6000,363.71,0.48,66.044,7192.06,-19.838,1.628,401.099,42752.48573,41
3752,124,static,1,3,2,5,15591,3105,2055,239,174,270,67720,2000,elastic,2000,320,180,320x180,8000,436.37,0.48,75.39,13479.575,-19.809,1.543,501.524,33311.50539,29
3753,124,static,1,3,2,6,19625,3358,2033,239,148,249,62348,2000,elastic,2000,320,180,320x180,10000,258.47,0.48,69.574,13701.09,-19.819,1.492,382.475,23302.20166,25
3754,124,static,1,3,2,7,23641,3228,2016,239,131,212,53248,2000,elastic,2000,320,180,320x180,12000,446.374,0.48,65.541,13823.605,-19.83,1.447,480.121,22440.5328,21
3755,124,static,1,3,2,8,27682,3359,2040,239,109,184,46171,2000,elastic,2000,320,180,320x180,14000,24.617,0.48,62.845,14084.12,-19.84,1.419,351.184,16085.78531,19
3756,124,static,1,3,2,9,31711,3370,2029,239,133,225,56343,2000,elastic,2000,320,180,320x180,16000,20.698,0.48,60.845,14362.635,-19.849,1.394,369.605,19066.77467,29
3757,124,static,1,3,2,10,35730,3197,2019,239,115,185,46325,2000,elastic,2000,320,180,320x180,18000,403.03,0.48,59.183,14539.15,-19.86,1.429,466.974,20216.07653,18
3758,124,static,1,3,2,11,39749,3390,2018,239,129,220,55018,2000,elastic,2000,320,180,320x180,20000,269.684,0.48,57.881,14745.665,-19.87,1.335,404.01,20536.29318,22
3759,124,static,1,3,2,12,43050,2653,1301,239,157,208,52119,2000,elastic,2000,320,180,320x180,22000,24.286,0.48,55,12831.18,-19.906,1.323,83.211,20676.92118,19
3760,124,static,1,3,2,13,45708,1862,657,239,194,181,45321,2000,elastic,2000,320,180,320x180,24000,16.672,0.48,51.086,8987.695,-20.03,1.318,64.725,27652.88111,17
3761,124,static,1,3,2,14,47163,583,0,239,433,126,31597,2546,elastic,2000,320,180,320x180,26000,15.908,0.48,47.935,5324.21,-20.651,1.325,72.93,81828.63256,12
3762,124,static,1,3,2,15,48512,521,0,239,522,136,34006,3197,elastic,2000,320,180,320x180,28000,13.829,0.48,46.477,3592.725,0.24,1.331,87.973,80785.59846,13
3763,124,static,1,3,2,16,50429,1003,0,239,440,221,55270,3281,elastic,2000,320,180,320x180,30000,95.726,0.48,46.477,3832.24,0.24,1.337,62.853,67589.42578,21
3764,124,static,1,3,2,17,51809,518,0,239,1022,264,66235,3902,elastic,2000,320,180,320x180,32000,343.036,0.48,46.477,4071.755,0.24,1.341,0.127,95759365.99,27
3765,124,static,1,3,2,18,55564,2267,0,239,243,276,69071,2148,elastic,2000,320,180,320x180,34000,230.647,0.48,46.477,4311.27,0.24,1.346,212.447,37324.39468,25
3766,124,static,1,3,2,19,59197,2629,1485,239,224,295,73833,2000,elastic,2000,320,180,320x180,36000,196.473,0.48,48.807,9005.785,-20.286,1.315,132.911,32298.23146,27
3767,124,static,1,3,2,20,62674,1992,1476,239,277,276,69054,2000,elastic,2000,320,180,320x180,38000,19.763,0.48,50.879,13673.3,-20.034,1.316,53.181,36466.77216,25
3768,124,static,1,3,2,21,63929,325,0,239,1787,290,72601,2745,elastic,2000,320,180,320x180,40000,113.132,0.48,48.601,9457.815,-20.346,1.319,52.912,520164.2857,36
3769,124,static,1,3,2,22,67410,2400,735,239,382,459,114859,2000,elastic,2000,320,180,320x180,42000,320.974,0.48,47.465,7474.33,-21.034,1.308,165.178,61405.8865,41
3770,124,static,1,3,2,23,71504,2890,2093,239,270,391,97765,2000,elastic,2000,320,180,320x180,44000,177.872,0.48,50.108,13992.845,-20.091,1.294,118.617,38128.75064,35
3771,124,static,1,3,2,24,75233,2307,1729,239,310,357,89481,2000,elastic,2000,320,180,320x180,46000,161.276,0.48,51.171,17214.36,-20.015,1.285,100.663,44529.41871,32
3772,124,static,1,3,2,25,77758,1766,524,239,343,303,75888,2000,elastic,2000,320,180,320x180,48000,18.204,0.48,49.129,12746.875,-20.214,1.278,45.135,47431.2882,28
3773,124,static,1,3,2,26,79953,812,194,239,688,279,69910,2000,elastic,2000,320,180,320x180,50000,37.716,0.48,47.288,8381.39,-21.322,1.271,41.453,99683.03603,26
3774,124,static,1,3,2,27,83009,1854,1056,239,330,306,76536,2000,elastic,2000,320,180,320x180,52000,120.33,0.48,47.835,10216.905,-20.663,1.265,125.86,47279.71336,28
3775,124,static,1,3,2,28,84037,298,0,239,1998,297,74437,2973,elastic,2000,320,180,320x180,54000,53.633,0.48,47.602,9874.42,-20.88,1.266,70.025,383878.5311,37
3776,124,static,1,3,2,29,86697,1333,0,239,372,248,62010,2314,elastic,2000,320,180,320x180,56000,155.091,0.48,46.477,6945.935,0.24,1.267,94.473,59909.08513,23
3777,124,static,1,3,2,30,89745,1870,734,239,247,231,57894,2000,elastic,2000,320,180,320x180,58000,149.291,0.48,47.192,9387.45,-21.541,1.256,35.089,86245.73713,21
3778,124,static,1,3,2,31,91885,637,139,239,540,172,43066,2000,elastic,2000,320,180,320x180,60000,21.328,0.48,47.299,10043.965,-21.289,1.259,40.088,81076.67699,16
3779,124,static,1,3,2,32,93893,1109,7,239,392,217,54389,2000,elastic,2000,320,180,320x180,62000,14.681,0.48,46.61,8102.48,-35.37,1.26,16.752,55276.02587,20
3780,124,static,1,3,2,33,95727,679,0,239,763,259,64839,2166,elastic,2000,320,180,320x180,64000,23.14,0.48,46.483,7924.995,2.612,1.26,32.79,107984.5246,24
3781,124,static,1,3,2,34,97225,174,0,239,1179,102,25661,2669,elastic,2000,320,180,320x180,66000,15.758,0.48,46.477,8143.51,0.24,1.255,5.651,313068.5117,10
3782,124,static,1,3,2,35,98619,318,0,239,1229,195,48880,3275,elastic,2000,320,180,320x180,68000,11.237,0.48,46.477,8383.025,0.24,1.255,48.916,191501.7258,18
3783,124,static,1,3,2,36,100377,176,0,239,1194,105,26284,3517,elastic,2000,320,180,320x180,70000,17.287,0.48,46.477,8622.54,0.24,1.262,9.763,290736.5765,11
3784,124,static,1,3,2,37,102204,217,0,239,1229,133,33338,3691,elastic,2000,320,180,320x180,72000,18.655,0.48,46.477,8862.055,0.24,1.256,22.173,219374.2809,13
3785,124,static,1,3,2,38,103989,232,0,239,1238,143,35911,3906,elastic,2000,320,180,320x180,74000,23.786,0.48,46.477,9101.57,0.24,1.262,31.486,252166.9947,14
3786,124,static,1,3,2,39,105789,246,0,239,1237,152,38065,4106,elastic,2000,320,180,320x180,76000,24.389,0.48,46.477,9341.085,0.24,1.263,31.251,241841.9557,15
3787,124,static,1,3,2,40,107670,230,0,239,1233,141,35468,4225,elastic,2000,320,180,320x180,78000,23.915,0.48,46.477,9580.6,0.24,1.257,31.747,229263.5609,14
3788,124,static,1,3,2,41,109525,407,0,239,774,157,39391,4370,elastic,2000,320,180,320x180,80000,16.29,0.48,46.477,9820.115,0.24,1.263,27.402,120100.4172,15
3789,124,static,1,3,2,42,110764,233,0,239,1209,140,35224,5131,elastic,2000,320,180,320x180,82000,22.399,0.48,46.477,10059.63,0.24,1.264,29.612,235809.5162,14
3790,124,static,1,3,2,43,112587,246,0,239,1154,142,35513,5309,elastic,2000,320,180,320x180,84000,15.96,0.48,46.477,10299.145,0.24,1.264,24.096,212967.3224,14
3791,124,static,1,3,2,44,114722,478,0,239,787,188,47067,5174,elastic,2000,320,180,320x180,86000,16.003,0.48,46.477,10538.66,0.24,1.265,25.023,118305.3137,18
3792,124,static,1,3,2,45,115933,157,0,239,1381,108,27108,5964,elastic,2000,320,180,320x180,88000,13.304,0.48,46.477,10778.175,0.24,1.267,24.814,275100.159,11
3793,124,static,1,3,2,46,117111,152,0,239,1387,105,26359,6786,elastic,2000,320,180,320x180,90000,8.753,0.48,46.477,11017.69,0.24,1.268,11.781,312246.696,11
3794,124,static,1,3,2,47,118870,192,0,239,1339,128,32152,7027,elastic,2000,320,180,320x180,92000,17.208,0.48,46.477,11257.205,0.24,1.268,23.876,284332.8415,13
3795,124,static,1,3,2,48,120689,173,0,239,1420,122,30725,7209,elastic,2000,320,180,320x180,94000,15.283,0.48,46.477,11496.72,0.24,1.268,16.517,325593.1401,12
3796,124,static,1,3,2,49,122618,237,0,239,1238,146,36678,7280,elastic,2000,320,180,320x180,96000,14.836,0.48,46.477,11736.235,0.24,1.268,22.804,232002.0623,14
3797,124,static,1,3,2,50,124434,105,0,239,2313,121,30369,7465,elastic,2000,320,180,320x180,98000,18.719,0.48,46.477,11975.75,0.24,1.268,0.088,442384.4507,8
3798,124,static,1,3,2,51,126260,129,0,239,1419,91,22886,7639,elastic,2000,320,180,320x180,100000,18.633,0.48,46.477,12215.265,0.24,1.269,0.158,436565.9657,9
3799,124,static,1,3,2,52,128063,112,0,239,1441,80,20174,7837,elastic,2000,320,180,320x180,102000,16.56,0.48,46.477,12454.78,0.24,1.269,2.924,413809.1953,8
3800,124,static,1,3,2,53,130483,719,0,239,854,307,76817,7417,elastic,2000,320,180,320x180,104000,15.722,0.48,46.477,12694.295,0.24,1.269,20.392,119405.5066,28
3801,124,static,1,3,2,54,132454,296,0,239,2720,402,100640,7446,elastic,2000,320,180,320x180,106000,25.855,0.48,46.477,12933.81,0.24,1.269,16.654,454661.4257,41
3802,124,static,1,3,2,55,134987,814,0,239,1255,510,127725,6914,elastic,2000,320,180,320x180,108000,22.486,0.48,46.477,13173.325,0.24,1.291,17.126,171931.2909,46
3803,124,static,1,3,2,56,136477,263,0,239,4353,572,143125,7424,elastic,2000,320,180,320x180,110000,14.829,0.48,46.477,13412.84,0.24,1.263,35.989,715302.2425,59
3804,124,static,1,3,2,57,138609,417,0,239,2187,456,114043,7293,elastic,2000,320,180,320x180,112000,16.855,0.48,46.477,13652.355,0.24,1.263,32.191,336438.6369,41
3805,124,static,1,3,2,58,140467,356,0,239,1537,273,68404,7435,elastic,2000,320,180,320x180,114000,59.581,0.48,46.477,13891.87,0.24,1.263,15.318,264102.5838,25
3806,124,static,1,3,2,59,142281,617,0,378,1382,426,106641,7622,elastic,2000,384,216,384x216,116000,100.809,0.456,46.59,14131.385,0.242,1.264,38.889,238900.9982,38
3807,124,static,1,3,2,60,144275,338,0,239,703,118,29705,7628,elastic,2000,320,180,320x180,118000,89.192,0.456,46.59,14231.838,0.242,1.264,39.339,188152.3024,12
3808,124,static,1,3,3,1,195,194,0,239,87,8,2132,2000,elastic,2000,320,180,320x180,0,85.035,0,51.077,-5760.485,0.24,1.878,31.997,63521.21425,2
3809,124,static,1,3,3,2,3386,2545,0,239,259,329,82445,4000,elastic,2000,320,180,320x180,2000,436.692,0.48,46.477,-11520.97,0.24,1.878,383.374,48597.71658,32
3810,124,static,1,3,3,3,7426,3319,39,239,282,468,117046,2000,elastic,2000,320,180,320x180,4000,139.397,0.48,47.027,835.545,-23.397,1.81,389.844,41024.31884,46
3811,124,static,1,3,3,4,11465,3339,2039,239,259,432,108123,2000,elastic,2000,320,180,320x180,6000,23.046,0.48,66.044,7192.06,-19.838,1.628,125.748,36078.3119,47
3812,124,static,1,3,3,5,15520,3142,2055,239,172,270,67720,2000,elastic,2000,320,180,320x180,8000,47.822,0.48,75.39,13479.575,-19.809,1.543,296.402,23632.46032,27
3813,124,static,1,3,3,6,19554,3364,2033,239,148,249,62348,2000,elastic,2000,320,180,320x180,10000,18.069,0.48,69.574,13701.09,-19.819,1.492,208.204,19447.79695,24
3814,124,static,1,3,3,7,23570,3244,2016,239,131,212,53248,2000,elastic,2000,320,180,320x180,12000,371.237,0.48,65.541,13823.605,-19.83,1.447,384.698,21685.66613,21
3815,124,static,1,3,3,8,27611,3305,2041,239,111,184,46171,2000,elastic,2000,320,180,320x180,14000,1677.123,0.48,62.849,14087.12,-19.84,1.419,42.945,1063323.776,22
3816,124,static,1,3,3,9,31640,3342,2028,239,134,225,56343,2000,elastic,2000,320,180,320x180,16000,1521.324,0.48,60.845,14362.635,-19.849,1.394,530.127,106560.1411,27
3817,124,static,1,3,3,10,35660,3281,2019,239,112,185,46325,2000,elastic,2000,320,180,320x180,18000,24.451,0.48,59.18,14536.15,-19.86,1.429,157.296,14935.16682,17
3818,124,static,1,3,3,11,39678,3397,2018,239,129,220,55018,2000,elastic,2000,320,180,320x180,20000,17.969,0.48,57.881,14745.665,-19.87,1.335,216.152,17041.18822,21
3819,124,static,1,3,3,12,43380,3014,1701,239,138,208,52119,2000,elastic,2000,320,180,320x180,22000,227.378,0.48,56.028,14031.18,-19.89,1.361,249.317,20809.42091,19
3820,124,static,1,3,3,13,46280,2254,900,239,160,181,45321,2000,elastic,2000,320,180,320x180,24000,225.496,0.48,52.6,10916.695,-19.962,1.348,182.042,24963.79477,17
3821,124,static,1,3,3,14,47717,445,0,239,568,126,31597,2564,elastic,2000,320,180,320x180,26000,23.211,0.48,48.476,6053.21,-20.403,1.323,106.527,99454.2488,17
3822,124,static,1,3,3,15,49095,637,0,239,427,136,34006,3186,elastic,2000,320,180,320x180,28000,12.339,0.48,46.477,3592.725,0.24,1.329,62.975,69458.22705,13
3823,124,static,1,3,3,16,51733,1570,0,239,281,221,55270,2548,elastic,2000,320,180,320x180,30000,145.509,0.48,46.477,3832.24,0.24,1.335,112.496,41198.69095,21
3824,124,static,1,3,3,17,55457,2287,1175,239,231,264,66235,2000,elastic,2000,320,180,320x180,32000,207.282,0.48,48.551,7596.755,-20.356,1.31,170.452,35020.77575,24
3825,124,static,1,3,3,18,58444,2090,987,239,264,276,69071,2000,elastic,2000,320,180,320x180,34000,16.062,0.48,50.069,10797.27,-20.099,1.311,45.319,35464.12541,25
3826,124,static,1,3,3,19,59837,146,0,239,4045,295,73833,2608,elastic,2000,320,180,320x180,36000,23.917,0.48,48.052,7511.785,-20.561,1.315,47.411,1554839.374,32
3827,124,static,1,3,3,20,63415,2239,969,239,246,276,69054,2000,elastic,2000,320,180,320x180,38000,352.735,0.48,47.917,7697.3,-20.622,1.303,206.406,41535.61129,25
3828,124,static,1,3,3,21,66859,2360,1444,239,246,290,72601,2000,elastic,2000,320,180,320x180,40000,196.241,0.48,49.885,12268.815,-20.115,1.292,123.082,35840.29529,27
3829,124,static,1,3,3,22,71112,2835,2252,239,324,459,114859,2000,elastic,2000,320,180,320x180,42000,21.387,0.48,51.449,16357.33,-20.001,1.269,48.34,41800.42352,41
3830,124,static,1,3,3,23,74523,1999,1411,239,391,391,97765,2000,elastic,2000,320,180,320x180,44000,22.3,0.48,51.18,16497.845,-20.015,1.274,39.41,51159.41038,35
3831,124,static,1,3,3,24,75919,452,0,239,1583,357,89481,2605,elastic,2000,320,180,320x180,46000,55.003,0.48,48.233,9981.36,-20.465,1.276,43.606,263407.8015,40
3832,124,static,1,3,3,25,78456,1868,0,239,325,303,75888,2068,elastic,2000,320,180,320x180,48000,284.165,0.48,46.477,5987.875,0.24,1.277,139.28,53885.85629,28
3833,124,static,1,3,3,26,81691,1915,1166,239,292,279,69910,2000,elastic,2000,320,180,320x180,50000,124.7,0.48,47.794,9725.39,-20.694,1.27,0.053,93003.39487,28
3834,124,static,1,3,3,27,83533,1211,0,239,505,306,76536,2158,elastic,2000,320,180,320x180,52000,253.557,0.48,47.747,9964.905,-20.732,1.271,85.41,95992.97667,28
3835,124,static,1,3,3,28,85438,824,0,239,722,297,74437,2254,elastic,2000,320,180,320x180,54000,17.222,0.48,46.477,6706.42,0.24,1.273,45.291,105656.8047,27
3836,124,static,1,3,3,29,87439,723,0,239,686,248,62010,2253,elastic,2000,320,180,320x180,56000,147.426,0.48,46.477,6945.935,0.24,1.274,36.85,119070.8069,23
3837,124,static,1,3,3,30,88932,565,0,239,819,231,57894,2761,elastic,2000,320,180,320x180,58000,15.029,0.48,46.477,7185.45,0.24,1.275,29.484,134333.1191,21
3838,124,static,1,3,3,31,90648,379,0,239,909,172,43066,3045,elastic,2000,320,180,320x180,60000,16.466,0.48,46.477,7424.965,0.24,1.278,44.315,189674.7394,16
3839,124,static,1,3,3,32,92249,314,0,239,1385,217,54389,3445,elastic,2000,320,180,320x180,62000,62.932,0.48,46.477,7664.48,0.24,1.279,0.1,244481.2535,20
3840,124,static,1,3,3,33,94246,1255,0,239,413,259,64839,3449,elastic,2000,320,180,320x180,64000,227.447,0.48,46.477,7903.995,0.24,1.279,126.98,74563.1829,24
3841,124,static,1,3,3,34,96025,408,0,239,503,102,25661,3670,elastic,2000,320,180,320x180,66000,130.032,0.48,46.477,8143.51,0.24,1.28,80.838,205595.4499,15
3842,124,static,1,3,3,35,97935,503,0,239,777,195,48880,3761,elastic,2000,320,180,320x180,68000,33.988,0.48,46.477,8383.025,0.24,1.281,43.039,124014.0527,18
3843,124,static,1,3,3,36,99240,339,0,239,620,105,26284,4457,elastic,2000,320,180,320x180,70000,90.158,0.48,46.477,8622.54,0.24,1.281,43.25,141524.5459,11
3844,124,static,1,3,3,37,101289,217,0,239,1229,133,33338,4409,elastic,2000,320,180,320x180,72000,17.672,0.48,46.477,8862.055,0.24,1.282,19.951,208627.5924,13
3845,124,static,1,3,3,38,103047,297,0,239,967,143,35911,4651,elastic,2000,320,180,320x180,74000,63.613,0.48,46.477,9101.57,0.24,1.282,22.688,201505.7721,14
3846,124,static,1,3,3,39,104856,250,0,239,1218,152,38065,4843,elastic,2000,320,180,320x180,76000,20.185,0.48,46.477,9341.085,0.24,1.283,20.285,231198.4444,15
3847,124,static,1,3,3,40,106560,254,0,239,1117,141,35468,5140,elastic,2000,320,180,320x180,78000,38.923,0.48,46.477,9580.6,0.24,1.283,22.051,201541.6761,14
3848,124,static,1,3,3,41,109533,1421,0,239,221,157,39391,4168,elastic,2000,320,180,320x180,80000,1087.38,0.48,46.477,9820.115,0.24,1.263,39.307,137847.0361,15
3849,124,static,1,3,3,42,110882,263,0,239,1071,140,35224,4819,elastic,2000,320,180,320x180,82000,57.307,0.48,46.477,10059.63,0.24,1.264,20.141,215144.1578,14
3850,124,static,1,3,3,43,112686,278,0,239,1021,142,35513,5016,elastic,2000,320,180,320x180,84000,59.23,0.48,46.477,10299.145,0.24,1.264,23.897,225580.6173,14
3851,124,static,1,3,3,44,114902,622,0,239,605,188,47067,4800,elastic,2000,320,180,320x180,86000,90.404,0.48,46.477,10538.66,0.24,1.265,36.984,98927.0301,18
3852,124,static,1,3,3,45,116080,200,0,239,1084,108,27108,5622,elastic,2000,320,180,320x180,88000,14.436,0.48,46.477,10778.175,0.24,1.267,0.192,261443.9736,11
3853,124,static,1,3,3,46,117222,213,0,239,990,105,26359,6481,elastic,2000,320,180,320x180,90000,35.414,0.48,46.477,11017.69,0.24,1.268,19.008,186802.9152,11
3854,124,static,1,3,3,47,118981,196,0,239,1312,128,32152,6723,elastic,2000,320,180,320x180,92000,20.672,0.48,46.477,11257.205,0.24,1.268,20.771,226584.2631,13
3855,124,static,1,3,3,48,120786,180,0,239,1365,122,30725,6918,elastic,2000,320,180,320x180,94000,21.888,0.48,46.477,11496.72,0.24,1.268,18.693,262764.1779,12
3856,124,static,1,3,3,49,122715,271,0,239,1082,146,36678,6990,elastic,2000,320,180,320x180,96000,56.806,0.48,46.477,11736.235,0.24,1.268,21.257,242571.4586,14
3857,124,static,1,3,3,50,124544,168,0,239,1446,121,30369,7161,elastic,2000,320,180,320x180,98000,21.076,0.48,46.477,11975.75,0.24,1.268,0.116,398753.8129,12
3858,124,static,1,3,3,51,126317,130,0,239,1408,91,22886,7389,elastic,2000,320,180,320x180,100000,18.928,0.48,46.477,12215.265,0.24,1.269,18.77,317744.2865,9
3859,124,static,1,3,3,52,128115,119,0,239,1356,80,20174,7592,elastic,2000,320,180,320x180,102000,23.025,0.48,46.477,12454.78,0.24,1.269,11.369,353251.9269,8
3860,124,static,1,3,3,53,130719,903,0,239,680,307,76817,6988,elastic,2000,320,180,320x180,104000,77.463,0.48,46.477,12694.295,0.24,1.269,49.055,102237.876,28
3861,124,static,1,3,3,54,132680,337,0,239,2389,402,100640,7027,elastic,2000,320,180,320x180,106000,44.433,0.48,46.477,12933.81,0.24,1.269,0.098,367921.1215,35
3862,124,static,1,3,3,55,135421,1031,0,239,991,510,127725,6286,elastic,2000,320,180,320x180,108000,62.617,0.48,46.477,13173.325,0.24,1.269,30.585,138815.7459,46
3863,124,static,1,3,3,56,137447,992,0,239,1154,572,143125,6260,elastic,2000,320,180,320x180,110000,104.064,0.48,46.477,13412.84,0.24,1.269,13.55,172472.1676,51
3864,124,static,1,3,3,57,140071,792,0,239,1151,456,114043,5637,elastic,2000,320,180,320x180,112000,17.909,0.48,46.477,13652.355,0.24,1.27,26.972,157254.7239,41
3865,124,static,1,3,3,58,141718,487,0,239,1123,273,68404,5990,elastic,2000,320,180,320x180,114000,15.334,0.48,46.477,13891.87,0.24,1.27,25.911,163017.9679,25
3866,124,static,1,3,3,59,143913,415,0,239,1280,265,66439,5796,elastic,2000,320,180,320x180,116000,16.514,0.48,46.477,14131.385,0.24,1.27,32.355,197215.4752,24
3867,124,static,1,3,3,60,145871,140,0,239,1697,118,29705,5838,elastic,2000,320,180,320x180,118000,27.905,0.48,46.477,14370.9,0.24,1.27,3.152,464163.2932,12
3868,126,static,1,3,1,1,192,191,0,239,89,8,2132,2000,arbiter,2000,320,180,320x180,0,72.062,0,51.077,-5760.485,0.24,1.878,66.571,32852.83272,2
3869,126,static,1,3,1,2,3434,2611,0,239,252,329,82445,4000,arbiter,2000,320,180,320x180,2000,13.297,0.48,46.477,-11520.97,0.24,1.878,125.399,34879.47222,34
3870,126,static,1,3,1,3,7454,3331,20,239,281,468,117046,2000,arbiter,2000,320,180,320x180,4000,32.88,0.48,46.759,778.545,-28.332,1.812,331.906,36603.02777,49
3871,126,static,1,3,1,4,11473,3400,2018,239,254,432,108123,2000,arbiter,2000,320,180,320x180,6000,457.585,0.48,65.668,7072.06,-19.839,1.63,478.77,42660.75943,43
3872,126,static,1,3,1,5,15493,3382,2020,239,160,270,67720,2000,arbiter,2000,320,180,320x180,8000,431.74,0.48,74.995,13311.575,-19.81,1.545,515.102,26662.19824,34
3873,126,static,1,3,1,6,19511,3365,2017,239,148,249,62348,2000,arbiter,2000,320,180,320x180,10000,447.953,0.48,69.286,13548.09,-19.82,1.493,476.847,24889.37613,29
3874,126,static,1,3,1,7,23528,3402,2017,239,125,212,53248,2000,arbiter,2000,320,180,320x180,12000,420.221,0.48,65.47,13778.605,-19.83,1.448,406.402,20770.03335,25
3875,126,static,1,3,1,8,27549,3360,2021,239,109,184,46171,2000,arbiter,2000,320,180,320x180,14000,1200.541,0.48,62.773,14030.12,-19.84,1.42,482.766,104884.7397,25
